NUMBER,ACCREDITATION NUMBER,REGION,NAME OF FACILITY,ADDRESS (Street/Barangay),TOWN/CITY,CONTACT NO.,HOL NAME (Head Of Laboratory),EMAIL,LABORATORY EMAIL,O.R. Number,"INCORRECT
METH","INCORRECT
THC","INCORRECT 
TOTAL","RESULT: 
WITH OR WITHOUT CONCERN",RESULT: REMARKS,"REMARKS:
PASSED / FAILED",SCORE,CERTIFICATE NO. ,
12,11-0946-24-PFSS-R,11,"PHYSICIANS' DIAGNOSTIC CENTER, INC- DAVAO","GF # 49 JOSE PALMA GIL ST., BRGY 4A DISTRICT 1, DAVAO CITY, DAVAO DEL SUR ( IN FRONT OF CINEMATHEQUE CENTER DAVAO)",DAVAO DEL SUR/DAVAO,0966-170-6015/ 0920-952-9948,ALEJANDRO JR L.  DOMINGO,davao@pdsclinics.com,davao@pdsclinics.com,,2,2,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0110497,HS
12,11-0958-22-PIBS-R,11,POLYCLINIC DAVAO INCORPORATED ,"SANTIAGO ARTIAGA CORNER AURORA QUEZON STREETS, BARANGAY 36-D DAVAO CITY DAVAO DEL SUR ",DAVAO CITY / DAVAO DEL SUR,09150510219/ 0822216891/ 09177018515,"GRAGEDA, OSCAR P.",fetchboston22@gmail.com / oscargrageda@yahoo.com,fetchboston22@gmail.com / oscargrageda@yahoo.com,,2,1,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110498,HS
12,11-1204-24-PIBS-R,11,"RIVERA MEDICAL CENTER, INC.",7302 BRGY SAN FRANCISCO PANABO CITY DAVAO DEL NORTE,PANABO/DAVAO DEL NORTE,0917-710-7032,OSCAR P GRAGEDA,rmci_lab@yahoo.com.ph,rmci_lab@yahoo.com.ph,,1,4,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110499,HS
12,11-1053-23-PIBS-R,11,SAN PEDRO HOSPITAL OF DAVAO CITY INC. DRUG TESTING LABORATORY,"C. GUZMAN ST.,BRGY. 14-B, DAVAO CITY, DAVAO DEL SUR, 8000",DAVAO CITY / DAVAO DEL SUR,9278353098,"GRAGEDA, OSCAR P.",sphdavaodt@gmail.com,sphdavaodt@gmail.com,,3,2,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110500,HS
12,11-XXXX-XX-XXXX-X,11,SAN ROQUE RETROUVAILLE CENTER,"DOOR 8, ARAFOL BLDG., MARGARITA VILLAGE, CAPITOL ROAD, MANKILAM, TAGUM CITY, DAVAO DEL NORTE",TAGUM/DAVAO DEL NORTE,0997-642-3218/ 0919-231-7289,EUGENIA S. HINGPIT,srdtc_mankilam@yahoo.com,srdtc_mankilam@yahoo.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110501,HS
12,11-1038-23-PIBS-R,11,"SINGAPORE MEDICAL LABORATORIES, INC.","2F ML2 BLDG., 26 SOBRECAREY ST, BO OBRERO, DAVAO CITY, DAVAO DEL SUR (FRONTING NORTH ZEN HOTEL)",DAVAO CITY / DAVAO DEL SUR,0917-710-1170,"PADILLA, JOHN PATRICK C.",corelabdavao@singaporediagnostics.com,corelabdavao@singaporediagnostics.com,,1,4,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110502,HS
12,11-XXXX-XX-XXXX-X,11,SOLID FOUR DRUG TESTING CENTER,"DOOR 4, PIATOS PICAON ST., (FORMERLY MAGALLANES), DAVAO CITY, DAVAO DEL SUR",DAVAO DEL SUR/DAVAO,0950-603-5867,JOUVENAL C. DELGADO,soldfour@yahoo.com,soldfour@yahoo.com,,0,5,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110503,HS
12,11-1207-24-PFSS-R,11,SOUTH MINDANAO DRUG TEST CENTER,"DOOR 9, 2ND FLOOR TOURISM BLDG., MAGSAYSAY PARK, BRGY 27, DAVAO CITY, DAVAO DEL SUR",DAVAO DEL SUR/DAVAO,0929-344-9105,JOUVENAL C. DELGADO,smdtc_2005@yahoo.com,smdtc_2005@yahoo.com,,1,4,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0110504,HS
12,11-0442-23-PIBS-R,11,ST. HYANCINTH DIAGNOSTIC LABORATORY,"582 B LIM BLDG. QUIRINO ST., (FRONTING FELCRIS QUIRINO) DAVAO CITY, DAVAO DEL SUR",DAVAO CITY / DAVAO DEL SUR,9228867281,"VERGARA, FLORANNE MARGARET L.",sthyacinth.laboratry@gmail.com,sthyacinth.laboratry@gmail.com,,2,1,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110505,HS
12,11-1244-23-PIBS-R,11,ST. PETER- PAUL MEDICAL CLINIC INC. - DAVAO,"ROOM 208 LEE BUSINESS CENTER COR. JUAN LUNA AND JUAN DELA CRUZ ST. DAVAO CITY, DAVAO DEL SUR",DAVAO CITY / DAVAO DEL SUR,0922-885-666-5,"VISITACION, EDMUNDO J.",sppmci.davao2000@gmail.com,sppmci.davao2000@gmail.com,,3,5,8,,,PASSED,Acceptable,SDTLPT-24-0110506,A
12,11-1905-23-GIBS-I,11,STA. ANA MULTIPURPOSE COOPERATIVE DRUG TESTING CENTER,"R. MAGSAYSAY COR. CHAVEZ STS., DAVAO CITY, DAVAO DEL SUR",DAVAO CITY / DAVAO DEL SUR,0943-525-6505/ 082-225-1250,"VISITACION, EDMUNDO J.",spdc021800@gmail.com,spdc021800@gmail.com,,1,1,2,,,PASSED,Excellent,SDTLPT-24-0110507,E
12,11-1851-24-PIBS-I,11,"SUPERCARE MEDICAL SERVICES, INC.-DAVAO","UNIT 3 G/F GLD COMMERCIAL BLDG. PEACOCK ST., BRGY. BUCANA, ECOLAND PHASE 2, DAVAO CITY, DAVAO DEL SUR",DAVAO DEL SUR/DAVAO,(082) 224-0249,MARY ANNE L. BERNAS,lab.davao@supercare.com.ph,lab.davao@supercare.com.ph,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110508,HS
12,11-XXXX-XX-XXXX-X,11,TADECO HOSPITAL,"PUROK 18 BRGY AO FLOIRENDO, PANABO, DAVAO DEL NORTE",DAVAO CITY / DAVAO DEL NORTE,0956-862-1342,"GRAGEDA, OSCAR P.",tdchlab21@gmail.com,tdchlab21@gmail.com,,2,1,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110509,HS
12,11-XXXX-XX-XXXX-X,11,TORIL DIAGNOSTIC LABORATORY,"DOOR 4 SAAVEDRA BUILDING, AGTON STREET, TORIL, DAVAO CITY, DAVAO DEL SUR",DAVAO CITY / DAVAO DEL SUR,9177183662,"VERGARA, FLORANNE MARGARET L.",michelledonayre2@gmail.com,michelledonayre2@gmail.com,,4,0,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0110510,HS
12,11-1636-23-PIBS-R,11,ULTRALABX DIAGNOSTIC CENTER,"GEN. LIM ST., ZONE III, DIGOS CITY, DAVAO DEL SUR",DIGOS CITY / DAVAO DEL SUR,9154960258,"PADILLA, JOHN PATRICK C.",ultralabx@gmail.com,ultralabx@gmail.com,,0,3,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110511,HS
12,11-XXXX-XX-XXXX-X,11,UM MEDICAL & MULTITEST DIAGNOSTIC CENTER INC.,"CAYETANO BANGOY ST., DAVAO CITY, DAVAO DEL SUR",DAVAO DEL SUR/DAVAO,0919-886-2947,JOHN PATRICK C. PADILLA,ummultitestlab@yahoo.com,ummultitestlab@yahoo.com,,3,3,6,,,PASSED,Acceptable,SDTLPT-24-0110512,A
12,11-1264-23-PIBS-R,11,"UNIVERSITY OF THE IMMACULATE CONCEPCION (DAVAO CITY), INC","A. BONIFACIO ST., BARANGAY 1-A (POB), DAVAO CITY, DAVAO DEL SUR",DAVAO DEL SUR/DAVAO,0925-500-1953/ 0920-951-0796,LEONCIO U. ONG,uicclinicallaboratory@gmail.com,uicclinicallaboratory@gmail.com,,3,5,8,,,PASSED,Acceptable,SDTLPT-24-0110513,A
12,11-1056-23-PIBS-R,11,VITAMER MEDICAL LABORATORY,"SAMPAGUITA STREET, MINTAL, DAVAO CITY, DAVAO DEL SUR",DAVAO CITY / DAVAO DEL SUR,9171360317,"DOMINGO, ALEJANDRO JR. L.",Vitamermedicallab@gmail.com,Vitamermedicallab@gmail.com,,2,1,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0110514,HS
12,11-1223-24-PFSS-R,11,WATCH DRUG TESTING AND DIAGNOSTIC CENTER,"2ND FLOOR CHUA BLDG., OSME•A ST. MAGUGPO POBLACION, TAGUM CITY, DAVAO DEL NORTE",TAGUM/DAVAO DEL NORTE,0926-949-1235/ 0920-952-9948,ALEJANDRO JR L.  DOMINGO ,junet_reloj@yahoo.com,junet_reloj@yahoo.com,,4,3,7,,,PASSED,Acceptable,SDTLPT-24-0110515,A
13,12-XXXX-XX-XXXX-X,12,AMETHYST BIO-LAB DRUG TESTING CENTER,"MUNICIPAL GYMNASIUM STALL A-52, POBLACION POLOMOLOK, SOUTH COTABATO",POLOMOLOK/SOUTH COTABATO,0926-261-6225,VITA B. GUSATAYA,amethyst_biolab@yahoo.com,amethyst_biolab@yahoo.com,,3,3,6,,,PASSED,Acceptable,SDTLPT-24-0120516,A
13,12-0938-23-PFSS-R,12,BIOTECH DRUG TEST AND NEURO CENTER,"#42 BONIFACIO STREET POBLACION, TACURONG CITY, SULTAN KULDARAT",TACURONG CITY / SULTAN KUDARAT,0917-4490-218,"GASATAYA, VITA B.",vitz_gasataya@yahoo.com,vitz_gasataya@yahoo.com,,3,3,6,,,PASSED,Acceptable,SDTLPT-24-0120517,A
13,12-1233-24-PIBS-R,12,DADIANGAS MEDICAL CENTER,"3RD FLOOR, DADIANGAS MEDICAL CENTER LABORATORY, ALLADO COMPOUND, LEON LLIDO STREET, BRGY. CITY HEIGHTS, GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0917-190-2565,DIANNE ANGELICA S. SINGSON,dmcdrugtest@gmail.com,dmcdrugtest@gmail.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120518,HS
13,12-1593-24-PFSS-R,12,DAVAO SPECIALISTS CLINIC AND DIAGNOSTIC LABORATORY INC.,"2/F REDSONS BLDG., QUEZON BLVD., POBLACION (ABOVE NEW ROSE PHARMACY BESIDE BOYAKS BAKERY), KIDAPAWAN CITY, NORTH COTABATO",KIDAPAWAN/SOUTH COTABATO,0917-120-8859,ALEJANDRO L. DOMINGO,scdlkidapawan@gmail.com,scdlkidapawan@gmail.com,,2,4,6,,,PASSED,Acceptable,SDTLPT-24-0120519,A
13,12-XXXX-XX-XXXX-X,12,DR. ARTURO P. PINGOY MEDICAL CENTER,"GENERAL SANTOS DRIVE, ZONE 4, KORONADAL CITY, SOUTH COTABATO",KORONADAL/SOUTH COTABATO,0999-226-1393/ 0922-879-6951,EDWIN C. ALCONCEL,dchi_dtl@yahoo.com,dchi_dtl@yahoo.com,,0,1,1,,,PASSED,Excellent,SDTLPT-24-0120520,E
13,12-1244-24-PIBS-R,12,"GENERAL SANTOS DOCTORS HOSPITAL, INC.","NATIONAL HIGHWAY, GENERAL SANTOS CITY, SOUTH COTABATO",GENERAL SANTOS/SOUTH COTABATO,0960-278-0933/0961-658-1476/0962-713-6673,OSCAR P. GRAGEDA,gsdofficelab@gmail.com/laboratory@gsdh.com.ph,gsdofficelab@gmail.com/laboratory@gsdh.com.ph,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0120521,HS
13,12-1245-24-PIBS-R,12,GSC MEDICAL SPECIALST CORPORATION,"DRUG TESTING LABORATORY, OPD BUILDING, NATIONAL HIGHWAY, PUROK VETERANS, BRGY. CALUMPANG GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0994-814-0548/ 0922-867-5365,KENNETH C. CRISOSTOMO,gmcdrugtesting.laboratory@gmail.com,gmcdrugtesting.laboratory@gmail.com,,2,5,7,,,PASSED,Acceptable,SDTLPT-24-0120522,A
13,12-XXXX-XX-XXXX-X,12,HALILI DRUG TEST CENTER,"G/F SPECTRUM BLDG., OSME•A DRIVE, KIDAPAWAN CITY, NORTH COTABATO",KIDAPAWAN CITY / NORTH COTABATO,9481210631,"LEDESMA, ABRAHAM Y.",evelynsumatin24@gmail.com,evelynsumatin24@gmail.com,,2,2,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0120523,HS
13,12-1266-23-PIBS-R,12,HEALTH HUB LABORATORY AND MEDICAL CLINIC,"GF RM. 8 MATINONG BLDG. ALLAH VALLEY DRIVE POBLACION LIBERTAD SURALLAH, SOUTH COTABATO",SOUTH COTABATO,09666928078/ 083553792/ 09177269214,"GASATAYA, VITA B.",chalaboratory1981@gmail.com,chalaboratory1981@gmail.com,,4,0,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0120524,HS
13,12-XXXX-XX-XXXX-X,12,"HYATT DIAGNOSTIC SYSTEM, INC.","GROUND FOOR HYATT BUILDING, CAMIAS J. CRISOLOGO ST. BRGY DADIANGAS EAST, GENERAL SANTOS CITY, SOUTH COTABATO",GENERAL SANTOS CITY / SOUTH COTABATO,09228131002/ 0835209762,"SALCEDO- LINGAYON, NENA C.",hyattdiaginc@gmail.com,hyattdiaginc@gmail.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120525,HS
13,12-XXXX-XX-XXXX-X,12,IMMACULATE DRUG TESTING CENTER,"AGLIPAY ST., POBLACION KABAGAN, NORTH COTABATO",KABAGAN / NORTH COTABATO,9817814572,"ANULAO, ARTURO N.",mariaceciliapindoxa@gmail.com,mariaceciliapindoxa@gmail.com,,0,2,2,,,PASSED,Excellent,SDTLPT-24-0120526,E
13,12-0947-23-PFSS-R,12,JCD HI-PRECISION BIO - LAB - GENERAL SANTOS,"#049 RITZ TOWNHOUSE SOUTH OSME•A ST., DADIANGAS EAST, GENERAL SANTOS, SOUTH COTABATO",GENERAL SANTOS CITY / SOUTH COTABATO,0966-392-0999/ (083) 5535-388,"CRISOSTOMO, KENNETH C.",gllim_05@yahoo.com,gllim_05@yahoo.com,,0,2,2,,,PASSED,Excellent,SDTLPT-24-0120527,E
13,12-0949-23-PFSS-R,12,JCD HI-PRECISION BIO - LAB - KORONADAL,"GIRL SCOUT BLDG., JAYCEE AVENUE, ZONE 1, KORONADAL, SOUTH COTABATO",KORONADAL CITY / SOUTH COTABATO,0966-392-0999,"CRISOSTOMO, KENNETH C.",gllim_05@yahoo.com,gllim_05@yahoo.com,,0,1,1,,,PASSED,Excellent,SDTLPT-24-0120528,E
13,12-XXXX-XX-XXXX-X,12,JGR DRUG TESTING CENTER AND MEDICAL CLINIC,"ROBINSONS PLACE J. CATOLICO SR.AVE, NAT HIGHWAY, GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0917-100-5608/ 0920-913-7727,NENA C. SALCEDO- LINGAYON,jgrrobinson.jggc@yahoo.com,jgrrobinson.jggc@yahoo.com,,4,1,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120529,HS
13,12-XXXX-XX-XXXX-X,12,JM DRUG TESTING CENTER,"JP LAUREL ST., LIBERTAD, SURALLAH, SOUTH COTABATO", SURALLAH / SOUTH COTABATO,9513149805,"LINGAYON, NENA S.",maryjeanbillones9@gmail.com,maryjeanbillones9@gmail.com,,3,1,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0120530,HS
13,12-1267-24-GFSS-R,12,KIDAPAWAN CITY DRUG TESTING LABORATORY,"KIDAPAWAN CITY HEALTH OFFICE, QUEZON BLVD., POBLACION, KIDAPAWAN CITY, COTABATO",KIDAPAWAN/SOUTH COTABATO,0915-352-3020/ 0970-697-1146,NENA C. SALCEDO-LINGAYON,sg93rmt@gmail.com,sg93rmt@gmail.com,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0120531,HS
13,12-XXXX-XX-XXXX-X,12,LANDERO CLINIC AND HOSPITAL,"#85 CORNER RIZAL AND JACINTO STREETS, LIBERTAD, SURALLAH, SOUTH COTABATO",SURALLAH CITY/SOUT COTABATO,0977-821-8449,EDWIN C. ALCONCEL,landerolaboratory@gmail.com,landerolaboratory@gmail.com,,2,4,6,,,PASSED,Acceptable,SDTLPT-24-0120532,A
13,12-0956-23-PFSS-R,12,M/S DRUG TESTING CENTER,"ASPILLA BLDG., QUIRINO DRIVE., KIDAPAWAN CITY, COTOBATO",KIDAPAWAN CITY / COTABATO ,9162937307,"LEDESMA, ABRAHAM Y.",ms_Hc@yahoo.com/brahmii7@yahoo.com,ms_Hc@yahoo.com/brahmii7@yahoo.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120533,HS
13,12-1283-24-PIBS-R,12,MEDZONE DIAGNOSTIC CENTER,"GROUND FLOOR DELING'S BLDG., J. CATOLICO AVENUE, BRGY. LAGAO, GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0909-727-3357/0920-913-7727,NENA S. LINGAYON,medzonedc.clinlab@gmail.com,medzonedc.clinlab@gmail.com,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0120534,HS
13,12-0047-24-PIBS-I,12,"NOTRE DAME OF MARBEL UNIVERSITY, INC.","NDMU COMPLEX, ALUNAN AVENUE, BRGY. ZONE 3, KORONADAL CITY, SOUTH COTABATO",KORONADAL CITY / SOUTH COTABATO,9603453904,"ALCONCEL, EDWIN C.",ndmctdl@gmail.com,ndmctdl@gmail.com,,1,4,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120535,HS
13,12-1287-24-PIBS-R,12,SOCSARGEN COUNTY HOSPITAL DRUG TESTING LABORATORY,"L. ARRADAZA ST., COR BULA-LAGAO ROAD, GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0951-481-7393/ 0922-867-5365,KENNETH C. CRISOSTOMO,sch_laboratory@yahoo.com,sch_laboratory@yahoo.com,,4,1,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120536,HS
13,12-1626-24-GIBS-R,12,SOUTH COTABATO PROVINCIAL HOSPITAL SDTL,"AGUINALDO ST., BRGY. ZONE III AT THE BACK OF PROVINCIAL CAPITOL, KORONADAL CITY, SOUTH COTABATO",KORONADAL/SOUTH COTABATO,0917-726-9214,VITA B. GASATAYA,vitz_md@yahoo.com,vitz_md@yahoo.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120537,HS
13,12-1297-23-PIBS-R,12,ST. ELIZABETH HOSPITAL INC.,"NATIONAL HIGHWAY COR., SANTIAGO BLVD. GENERAL SANTOS CITY, SOUTH COTABATO",GENSAN/SOUTH COTABATO,0932-962-6077/ 0922-867-5365,KENNETH C. CRISOSTOMO,laboratory@sehi.ph,laboratory@sehi.ph,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120538,HS
13,12-1108-24-PIBS-R,12,ST. HYACINTH DIAGNOSTIC LABORATORY,"GFLINDRI BLDG., BLOCK 1, MARA•ON VILLAGE, BRGY. ZONE III, KORONADAL CITY, SOUTH COTABATO",KORONADAL/SOUTH COTABATO,0968-855-1378,VITA B. GASATAYA,shdlmarbelbranch@gmail.com,shdlmarbelbranch@gmail.com,,1,1,2,,,PASSED,Excellent,SDTLPT-24-0120539,E
13,12-1365-23-PFSS-R,12,TOWNSQUARE DRUG TEST CENTER,"VILLANUEVA BLDG., ROXAS AVE., INFRONT SANGUIAN BLDG. GENERAL SANTOS CITY, SOUTH COTABATO",GENERAL SANTOS CITY / SOUTH COTABATO,09282565731/09073311250,"GASATAYA, VITA B.",peach_nonailla@yahoo.co.uk,peach_nonailla@yahoo.co.uk,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0120540,HS
14,13-1582-24-PIBS-R,13,A. ZARATE GENERAL HOSPITAL,"ATLAS COMPOUND NAGA ROAD PULANG LUPA UNO, LAS PI•AS CITY, METRO MANILA",LAS PI•AS CITY / METRO MANILA,0927-609-4967,"ZARATE, ALBERT L.",azarategeneralhospitallab@gmail.com,azarategeneralhospitallab@gmail.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0130541,HS
14,13-0061-23-PFSS-R,13,ACCUDETEK HEALTH DIAGNOSTICS,"2ND FLOOR #12 MH DEL PILAR ST. SAN NICOLAS, PASIG CITY",PASIG,9950242328,"JAN RAY Q. PEREZ, MD",and.laboratory2012@gmail.com,and.laboratory2012@gmail.com,,0,1,1,,,PASSED,Acceptable,SDTLPT-24-0130542,A
14,13-0700-24-PFSS-R,13,ACCUTEQS DIAGNOSTICS,"257 A. BONIFACIO AVE. COR. PAG-ASA ST., BRGY. SAN JOSE, QUEZON CITY, METRO MANILA",QUEZON CITY / METRO MANILA,0977-311-5478/0933-821-2726,"LEON-VITERBO, MIRIAN N.",accuteqslaboratory@gmail.com,accuteqslaboratory@gmail.com,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0130543,HS
14,13-0003-24-PIBS-R,13,ADCURALABS,"102 TIMES SQUARE BLDG. 57, EXAMINER ST., WEST TRIANGLE, QUEZON CITY",WEST TRIANGLE / QUEZON CITY,0927-594-3569/ 0917-505-7371,"VALDES, MARIA ANGELICA B.",adcuralabslaboratory@gmail.com,adcuralabslaboratory@gmail.com,,3,4,7,,,PASSED,Acceptable,SDTLPT-24-0130544,A
14,13-0507-23-PFSS-R,13,ADVANCED LAB SOLUTIONS BY HI-PRECISION DIAGNOSTICS ,"9TH FLOOR, CENTURIA MEDICAL MAKATI, COR. SALAMANCA ST., KALAYAAN AVE., MAKATI CITY, METRO MANILA",MAKATI/MANILA,09209610407/09431351862,"PEDRITO Y. TAGAYUNA, MD",hpcenturia.lab@hi-precision.com.ph,hpcenturia.lab@hi-precision.com.ph,,0,3,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0130545,HS
14,13-0508-23-GIBS-R,13,AFP HEALTH SERVICE COMMAND,"AFPHSC DEPARTMENT OF PATHOLOGY AND LABORATORY V. LUNA AVENUE, QUEZON CITY, METRO MANILA",QUEZON CITY,0915-584-4895,HERBERT G. PASCUAL,laboratory.vlmc@gmail.com,laboratory.vlmc@gmail.com,,4,4,8,,,PASSED,Acceptable,SDTLPT-24-0130546,A
14,13-0754-23-GIBS-R,13,AIR FORCE DRUG TESTING CENTER,"AIR FORCE GENERAL HOSPITAL, COLONEL JESUS, VILLAMOR AIR BASE, PASAY CITY, METRO MANILA",PASAY/MANILA,0927-337-9873/ 854 6701 LOC. 4632,"WILFREDO F. SEVILLA, MD",PAFDTCTFJ@gmail.com,PAFDTCTFJ@gmail.com,,0,0,0,,,PASSED,Excellent,SDTLPT-24-0130547,E
14,13-0012-24-PFSS-R,13,AJV DRUG TESTING LABORATORY,"GROUND FLOOR CENTENO BLDG., C. SANTOS STREET, BRGY. MALINTA, VALENZUELA CITY",BRGY. MALINTA / VALENZUELA CITY,0917-830-0005/ 0998-956-3454,"ALOMESEN, AVELINO A.",ajvdrugtestlab@gmail.com,ajvdrugtestlab@gmail.com,,0,2,2,,,PASSED,Excellent,SDTLPT-24-0130548,E
14,13-1352-19-PIBS-R,13,ALFONSO SPECIALIST HOSPITAL,"185 DR. SIXTO ANTONIO AVE., ROSARIO, PASIG CITY, METRO MANILA",PASIG CITY/MANILA,9151805303,"SUSANA P. QUIAOIT, MD",alfonsospecialist_hospital@yahoo.com,alfonsospecialist_hospital@yahoo.com,,2,0,2,,,PASSED,Excellent,SDTLPT-24-0130549,E
14,13-0515-23-PIBS-R,13,ALLIED CARE EXPERTS MEDICAL CENTER-VALENZUELA CITY,"1ST FLOOR, LABORATORY DEPT.#548 MCARTHUR HIGHWAY, MALANDAY, VALENZUELA CITY, METRO MANILA",VALENZUELA/MANILA,9178442709,"ANTONIO M. CRUZ, MD",acemcudlm2014@gmail.com,acemcudlm2014@gmail.com,,2,3,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0130550,HS
14,13-0372-23-PFSS-R,13,ALLIED DRUG TESTING CENTER,"RM 310 PRIMA BLDG EAST AVE. COR MAGALANG,  ST PINYAHAN, QUEZON CITY",QUEZON CITY/MANILA,0932-862-2017/ 7946-5881,"JOHN V. LORIA, MD",allieddrugtetsing.center@yahoo.com,allieddrugtetsing.center@yahoo.com,,2,2,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0130551,HS
14,13-0516-23-PIBS-R,13,AMBULATORY HEALTHCARE INSTITUTE INC. (CLINICA MANILA),"2F SM MEGAMALL BLDG., A. JULIA VARGAS AVE., ORTIGAS CTR, MANDALUYONG CITY",MANDALUYONG/MANILA,9088695310,"RODOLFO E. JOSON, MD",laboratory0101@gmail.com,laboratory0101@gmail.com,,0,1,1,,,PASSED,Excellent,SDTLPT-24-0130552,E
14,13-0011-24-PFSS-R,13,"AMERICAN BIO-CLINICAL LABORATORIES, INTERNATIONAL","LG 3-6 RICHVILLE CORPORATE TOWER, MADRIGAL BUSINESS PARK, AYALA, ALABANG, MUNTINLUPA CITY",ALABANG / MUNTINLUPA CITY,0999-937-6878,"DIZON, FLORENCIO C.",cmt@abclab.com.ph,cmt@abclab.com.ph,,1,2,3,,,PASSED,Highly Satisfactory,SDTLPT-24-0130553,HS
14,13-0481-24-PFSS-R,13,AMGB DUG TESTING LABORATORY ,"503-B CAMUS BLDG, B.L. CRAME, QUEZON CITY, METRO MANILA",QUEZON CITY,0928-243-2972,TITO G. GARRIDO,amgbdrugtestinglaboratory@gmail.com,amgbdrugtestinglaboratory@gmail.com,,1,1,2,,,PASSED,Excellent,SDTLPT-24-0130554,E
14,13-1723-24-PIBS-R,13,"ANGELINA APOSTOL PUNZALAN MEDICAL CLINIC, INC.","3RD FLOOR, NEW ATRIUM WING GUADALUPE COMMERICIAL COMPLEX, GUADALUPE NUEVO, MAKATI CITY, METRO MANILA",MAKATI CITY / METRO MANILA,0920-949-2106,"DIMACALI, ANDREW D.",followup.punzalan@gmail.com,followup.punzalan@gmail.com,,3,3,6,,,PASSED,Acceptable,SDTLPT-24-0130555,A
14,13-0014-24-PIBS-R,13,"ANGELUS MEDICAL CLINIC, INC.","1730 DIAN STREET, PALANAN, CITY OF MAKATI, METRO MANILA",CITY OF MAKATI / METRO MANILA,0926-019-1195/ 0917-805-5062,"REYES, MARIA LUISI FERNANDEZ",lab@angelusmed.com,lab@angelusmed.com,,1,5,6,,,PASSED,Acceptable,SDTLPT-24-0130556,A
14,13-0703-24-PFSS-R,13,ARHC DRUG TESTING CENTER,"RM 204 JL BUILDING, 109 A. MABINI STREET, KAPASIGAN, PASIG CITY",PASIG,0917-823-9922/ 0917-100-2103,FREDERICK R. LLANERA,ghiepagkatotohan@yahoo.com,ghiepagkatotohan@yahoo.com,,4,4,8,,,PASSED,Acceptable,SDTLPT-24-0130557,A
14,13-1357-24-GIBS-R,13,ARMY GENERAL HOSPITAL,"M. CASTANEDA ST., FORT ANDRES BONIFACIO, TAGUIG CITY, METRO MANILA",TAGUIG,0995-506-5608/0920-922-2722,SIERRA ROMA H. HERNANDEZ,agh.laboratory@yahoo.com,agh.laboratory@yahoo.com,,4,1,5,,,PASSED,Highly Satisfactory,SDTLPT-24-0130558,HS
14,13-0533-23-PIBS-R,13,ASHREY DIAGNOSTIC CENTER,"2/F THE ASSEMBLE GROUNDS AT THE RISE MALUGAY STREET, MAKATI CITY",MAKATI/MANILA,0945-786-7755,"FRANCIS G. MORIA, MD",laboratory@ashreydiagnostic.com,laboratory@ashreydiagnostic.com,,3,1,4,,,PASSED,Highly Satisfactory,SDTLPT-24-0130559,HS
